id,label,url,brand,name,price,skin type,concern,image url
0,face-moisturisers,https://www.myntra.com/face-moisturisers/lakme/lakme-absolute-perfect-radiance-skin-lightening-day-creme-15g/4384871/buy,lakme,absolute perfect radiance skin lightening day creme 15g,₹ 79,all,"general care,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/4384871/2024/2/12/c3658704-db53-42c4-8896-130e067015f51707729601990-Lakme-Absolute-Perfect-Radiance-Skin-Brightening-Day-Creme-1-2.jpg"
1,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-bio-morning-nectar-flawless-sustainable-skin-moisturizer-190ml/1661465/buy,biotique,bio morning nectar flawless sustainable skin moisturizer 190ml,₹ 165,all,"uneven skin tone,hydration,dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661465/2023/12/11/396f2803-0ea4-4eca-a40e-639f1f88b2231702294096218BiotiqueBioMorningNectarFlawlessSustainableSkinMoisturizer191.jpg"
2,face-moisturisers,https://www.myntra.com/face-moisturisers/nivea/nivea-unisex-aloe-hydration-skin-cream-100-ml/8529167/buy,nivea,unisex aloe hydration skin cream 100 ml,₹ 92,all,"dull skin,dryness,general care","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8529167/2022/1/27/ed0a6477-d2e2-41cd-97d2-68fce94b5cbe1643280060044NiveaUnisexAloeHydrationSkinCream100ml1.jpg"
3,face-moisturisers,https://www.myntra.com/face-moisturisers/vi-john/vi-john-women-set-of-5-saffron-fairness-cream-advanced/15390390/buy,vi-john,women set of 5 saffron fairness cream advanced,₹ 187,all,"softening,smoothening,softening,smoothening,sun protection","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15390390/2022/5/18/da8aeda2-fdb9-46c3-a79d-18a49d0d1fa91652875036010-VI-JOHN-Women-Set-of-5-Saffron-Fairness-Cream-Advanced-77216-1.jpg"
4,face-moisturisers,https://www.myntra.com/face-moisturisers/lakme/lakme--peach-milk-soft-creme-150g/7552207/buy,lakme,peach milk soft creme 150g,₹ 192,all,"general care,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7552207/2023/12/21/8be58196-5169-42eb-a6cd-cacfe57acf041703158631985-Lakme--Peach-Milk-Soft-Creme-100-g-7331703158631439-1.jpg"
5,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-bio-coconut-whitening--brightening-sustainable-cream-50g/1661415/buy,biotique,bio coconut whitening & brightening sustainable cream 50g,₹ 117,all,"uneven skin tone,dull skin,hydration","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661415/2023/2/15/18f38ef6-52ba-4235-828e-a89ebfefc4c61676460998368-Biotique-Coconut-Brightening-Instant-Glow-Cream---50-g-44716-2.jpg"
6,face-moisturisers,https://www.myntra.com/face-moisturisers/lakme/lakme-absolute-women-perfect-radiance-skin-lightening-day-creme-50-g/1254169/buy,lakme,absolute women perfect radiance skin lightening day creme 50 g,₹ 239,normal,"general care,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1254169/2023/10/6/8f50385f-bebc-4884-8ffa-c3199886e6511696595756096-Lakme-Absolute-Perfect-Radiance-Skin-Brightening-Light-Creme-1.jpg"
7,face-moisturisers,https://www.myntra.com/face-moisturisers/laneige/laneige-radian-c-cream-30-ml/15078068/buy,laneige,radian-c cream 30 ml,₹ 2014,all,"dark spots,uneven skin tone,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15078068/2024/2/29/e0b4645f-23fe-4390-b77f-e505109486881709207432974LANEIGERadian-CCream30ml1.jpg"
8,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-bio-morning-nectar-flawless-sustainable-skin-lotion-120ml/1661472/buy,biotique,bio morning nectar flawless sustainable skin lotion 120ml,₹ 117,all,"uneven skin tone,hydration,dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661472/2023/12/11/eff0bd09-ae05-4d8f-9e39-7462eb45423e1702294086327BiotiqueBioMorningNectarFlawlessSustainableSkinLotion120ml1.jpg"
9,face-moisturisers,https://www.myntra.com/face-moisturisers/nivea/nivea-soft-light-moisturizer-with-vitamin-e-100ml/2273976/buy,nivea,soft light moisturizer with vitamin e 100ml,₹ 166,all,"general care,dryness,softening,smoothening","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2273976/2023/10/31/5f3a8b59-7f98-404a-955f-d92c5d04bf9e1698748110905-Nivea-Soft-Light-Moisturizer-with-Vitamin-E-100ml-4571698748-1.jpg"
10,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-vitamin-c-correcting-and-brightening-treatment-face-moisturizer-50-g/12679484/buy,biotique,vitamin c correcting and brightening treatment face moisturizer 50 g,₹ 147,normal,"general care,irregular textures,pigmentation","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12679484/2022/1/28/e7f1fceb-72d3-4527-a411-b48b0a601e261643362261026BiotiqueVitaminCCorrectingandBrighteningTreatmentFaceMoistur1.jpg"
11,face-moisturisers,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-hydro-boost-emulsion-face-moisturisers-50-g/10337731/buy,neutrogena,hydro boost emulsion face moisturisers 50 g,₹ 1100,dry,"general care,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10337731/2022/12/5/2526b3ac-82d5-4102-8b77-9b236b92d5db1670239509624-Neutrogena-Hydro-Boost-Emulsion-Face-Moisturisers-50-g-83316-1.jpg"
12,face-moisturisers,https://www.myntra.com/face-moisturisers/bewakoof-cosmos/bewakoof-cosmos-touch-of-universe-face-moisturizer-with-vitamin-e--magnesium--100gms/15360926/buy,bewakoof cosmos,touch of universe face moisturizer with vitamin e & magnesium -100gms,₹ 174,normal,"dryness,skin inflammation,sun protection","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15360926/2022/7/27/8bcb12f9-3c22-49ec-a8b0-deeb738b323d1658916665063-BEWAKOOF-COSMOS-Touch-of-Universe-Face-Moisturizer-with-Vita-1.jpg"
13,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-total-effects-7-in-one-day-cream-normal-spf-15---50g/13509836/buy,olay,total effects 7 in one day cream normal spf 15 - 50g,₹ 629,all,"fine lines,wrinkles,hydration,softening,smoothening","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13509836/2023/2/22/d79f3e6a-cb4b-402c-920d-cd80b4cc6f551677057782206-Olay-Total-Effects-7-In-One-Day-Cream-Normal-SPF-15---50g-76-1.jpg"
14,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-women-white-glow-skin-whitening--brightening-nourishing-night-creme-40-g/11752736/buy,lotus herbals,women white glow skin whitening & brightening nourishing night creme 40 g,₹ 191,all,"pigmentation,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11752736/2020/9/29/f93ffcd3-bd2b-4dfa-bacf-d1c0f4a4c3a31601377501051-Lotus-Herbals-Women-Face-Moisturisers-8121601377500397-1.jpg"
15,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-bio-wheat-germ-youthful-nourishing-night-sustainable-cream-50g/1661469/buy,biotique,bio wheat germ youthful nourishing night sustainable cream 50g,₹ 135,all,"dryness,deep nourishment,dryness","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661469/2022/4/14/4a793196-6536-4b87-9a34-a51e2df16f9d1649936136177-Biotique-Bio-Wheat-Germ-Youthful-Nourishing-Night-Sustainabl-1.jpg"
16,face-moisturisers,https://www.myntra.com/face-moisturisers/mamaearth/mamaearth-bye-bye-blemishes-face-cream-30ml/11081528/buy,mamaearth,bye bye blemishes face cream 30ml,₹ 404,all,"pigmentation,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11081528/2022/3/27/c0fe964c-3381-405a-8b5c-1eb7e6cedc261648366270591-Mamaearth-Bye-Bye-Blemishes-Face-Cream-With-Mulberry-Extract-12.jpg"
17,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable-white-glow-day-night-pack-with-facial-wash-60g--60g--100g/1353659/buy,lotus herbals,sustainable white glow day night pack with facial wash 60g + 60g + 100g,₹ 529,normal,"general care,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1353659/2021/3/8/bd10f014-ccd3-48d3-98dd-0e29052445811615186275813-Lotus-Herbals-Sustainable-White-Glow-Day-Night-Pack-with-Fac-1.jpg"
18,face-moisturisers,https://www.myntra.com/face-moisturisers/neutriderm/neutriderm-vitamin-e-moisturising-lotion-125ml/13176342/buy,neutriderm,vitamin e moisturising lotion 125ml,₹ 850,all,"general care,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13176342/2022/1/28/08f515f7-3e53-4c7e-97e9-e7528ce7dd841643363736460NeutridermVitaminEMoisturisingLotion125ml2.jpg"
19,face-moisturisers,https://www.myntra.com/face-moisturisers/good-vibes/good-vibes-revitalising-face-cream---green-tea-50-g/15283688/buy,good vibes,revitalising face cream - green tea (50 g),₹ 212,all,"softening,smoothening,hydration,deep nourishment","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15283688/2022/5/18/f85dbc23-6a0b-444d-a2c6-1fe72d0584bb1652875002351-Good-Vibes-Revitalising-Face-Cream---Green-Tea-50-g-12416528-1.jpg"
20,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-regenerist-advanced-anti-ageing-micro-sculpting-cream-50-g/10444752/buy,olay,regenerist advanced anti-ageing micro-sculpting cream 50 g,₹ 1189,dry,"fine lines,wrinkles,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10444752/2024/2/12/0ab343dd-2fd4-4b44-ac96-7b32f9c3a5b41707739328409-Olay-Regenerist-Micro-Sculpting-Day-Cream-with-Hyaluronic--N-1.jpg"
21,face-moisturisers,https://www.myntra.com/face-moisturisers/nivea/nivea-men-creme-for-face---body---hands-75-ml/2273979/buy,nivea,men creme for face - body - hands 75 ml,₹ 112,all,"general care,dull skin,dryness","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2273979/2022/2/25/8e14c877-5389-4145-aac6-3f430ba4df981645788100039NiveaMenCremeforFace-Body-Hands75ml1.jpg"
22,face-moisturisers,https://www.myntra.com/face-moisturisers/ponds/ponds-women-non-oily-fresh-feel-light-moisturiser/7197046/buy,ponds,women non-oily fresh feel light moisturiser,₹ 112,all,"general care,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7197046/2022/7/8/7d7db9ef-7220-4807-bd6d-06a8fc8da9501657257817008-Ponds-Light-Non-Oily-SPF-15-Face-Moisturizer-with-Vitamin-E--1.jpg"
23,face-moisturisers,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-rapid-wrinkle-repair-night-moisturizer---29-ml/2427948/buy,neutrogena,rapid wrinkle repair night moisturizer - 29 ml,₹ 1250,all,"fine lines,wrinkles,pigmentation,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2427948/2021/8/11/9261d148-53b5-46a1-96a5-c7ae7b0f73271628671612293NeutrogenaRapidWrinkleRepairNightMoisturizer-29ml1.jpg"
24,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-white-perfect-whitening--even-tone-night-cream-50ml/236322/buy,loreal,paris white perfect whitening + even tone night cream 50ml,₹ 412,all,"pigmentation,blackheads,whiteheads,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/236322/2023/8/10/60ca6d5f-cdd4-4a4c-b867-b6fa8004c6a31691667863168-LOreal-Paris-Aura-Perfect-Night-Cream-for-Radiant-Glow-with--1.jpg"
25,face-moisturisers,https://www.myntra.com/face-moisturisers/skinkraft/skinkraft-women-oil-balance-moisturizer-for-slightly-oily-skin-45-ml/15345054/buy,skinkraft,women oil balance moisturizer for slightly oily skin 45 ml,₹ 499,oily,"excess oil,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15345054/2021/9/2/c920ef7d-fdee-4406-93f6-aa44d6ff92881630589192902SKINKRAFT1.jpg"
26,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-bio-white-advanced-fairness-treatment-sustainable-face-cream-50-g/2432712/buy,biotique,bio white advanced fairness treatment sustainable face cream 50 g,₹ 67,all,"uneven skin tone,hydration,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2432712/2022/6/14/5dd175d5-d3d4-41ca-b6d6-cb48db1a3bb51655210597989-Biotique-Bio-White-Advanced-Fairness-Treatment-Sustainable-F-1.jpg"
27,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-white-perfect-clinical-day-anti-spot-whitening-spf-19-pa-cream-50ml/135676/buy,loreal,paris white perfect clinical day anti spot whitening spf 19 pa+++ cream 50ml,₹ 702,all,"pigmentation,dull skin,dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/135676/2022/8/30/35d9ff0c-cc45-4c6f-b0ba-d6695ba4330f1661852486007-LOreal-Paris-White-Perfect-Clinical-Day-Anti-Spot-Whitening--1.jpg"
28,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable-whiteglow-skin-tightening--brightening-gel-creme-with-spf-25-40g/1920200/buy,lotus herbals,sustainable whiteglow skin tightening brightening gel creme with spf 25 40g,₹ 182,all,"softening,smoothening,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1920200/2022/9/23/9e55ca76-4884-4060-a621-8567e145f1dc1663931247959-Lotus-Herbals-Sustainable-WhiteGlow-Skin-Tightening--Brighte-1.jpg"
29,face-moisturisers,https://www.myntra.com/face-moisturisers/skinkraft/skinkraft-customized-moisturizer-for-oily-skin---45-ml/15345052/buy,skinkraft,customized moisturizer for oily skin - 45 ml,₹ 499,oily,"excess oil,dryness,hydration","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15345052/2021/9/2/00a22bbe-f828-47c0-aed6-6a68b431fcfa1630588600147SKINKRAFT1.jpg"
30,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-revitalift-moisturizing-anti-ageing-night-cream-50ml/62002/buy,loreal,paris revitalift moisturizing anti-ageing night cream 50ml,₹ 507,normal,"skin sagging,hydration,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/62002/2022/5/12/d1536939-a668-4996-83fa-1de99699ef2a1652369743280-LOreal-Paris-Revitalift-Moisturizing-Anti-ageing-Night-Cream-1.jpg"
31,face-moisturisers,https://www.myntra.com/face-moisturisers/lakme/lakme-peach-milk-moisturiser-with-spf-24-200ml/7197213/buy,lakme,peach milk moisturiser with spf 24 200ml,₹ 297,all,"general care,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7197213/2023/9/19/6ece11b1-9504-4826-930e-8443ac1473fa1695125903183-Lakme-Peach-Milk-Moisturiser-with-SPF-24-200ml-6351695125902-1.jpg"
32,face-moisturisers,https://www.myntra.com/face-moisturisers/bioayurveda/bioayurveda-youth-restore-face-cream--120g/15444678/buy,bioayurveda,youth restore face cream- 120g,₹ 100,normal,"fine lines,wrinkles,softening,smoothening,uneven skin tone","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15444678/2022/4/19/f54b3491-9080-416c-bc5f-f8b44608d4271650355164898BIOAYURVEDAYouthRestoreFaceCream-120g1.jpg"
33,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable-professional-phyto-rx-whitening--brightening-night-creme-50g/10365395/buy,lotus herbals,sustainable professional phyto-rx whitening brightening night creme 50g,₹ 419,all,"dull skin,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10365395/2019/9/18/3f479450-dfc8-48f3-a09b-215d4746a6721568799873185-Lotus-Herbals-Professional-Phyto-Rx-Whitening--Brightening-N-1.jpg"
34,face-moisturisers,https://www.myntra.com/face-moisturisers/plum/plum-green-tea-range-mattifying-sustainable-moisturizer-50ml/1460744/buy,plum,green tea range mattifying sustainable moisturizer 50ml,₹ 413,oily,"acne,blemishes,blackheads,whiteheads,excess oil","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1460744/2021/9/25/69197a28-e013-4424-b803-2bb428743e601632536708222PlumGreenTeaMattifyingSustainableMoisturizer50ml1.jpg"
35,face-moisturisers,https://www.myntra.com/face-moisturisers/the-face-shop/the-face-shop-unisex-rice--ceramide-moisturizing-emulsion-150-ml/9113689/buy,the face shop,unisex rice & ceramide moisturizing emulsion 150 ml,₹ 712,all,"dryness,dull skin,deep nourishment","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9113689/2021/8/11/fd6c832a-14cc-414b-8903-0779a1ca0d791628659023997TheFaceShopUnisexRiceCeramideMoisturizingEmulsion150ml1.jpg"
36,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-bio-winter-green-spot-correcting-anti-acne-sustainable-cream-15g/1661474/buy,biotique,bio winter green spot correcting anti-acne sustainable cream 15g,₹ 117,oily,"acne,blemishes,dark spots,acne,blemishes","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661474/2021/2/10/0d9e2c3b-ee61-4f58-bda2-9642a62107b01612953788265BiotiqueBioWinterGreenSpotCorrectingAnti-AcneSustainableCrea1.jpg"
37,face-moisturisers,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-women-set-of-norwegian-formula-spf-15-lip-moisturizer--hydro-boost-water-gel/9653839/buy,neutrogena,women set of norwegian formula spf 15 lip moisturizer & hydro boost water gel,₹ 849,all,"hydration,deep nourishment,dryness","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9653839/2019/5/13/44e43659-ed16-4045-b44f-6883397dc4961557750513986-Neutrogena-Women-Set-of-Norwegian-Formula-SPF-15-Lip-Moistur-1.jpg"
38,face-moisturisers,https://www.myntra.com/face-moisturisers/bioayurveda/bioayurveda-black-cellular-restorative-balancing-night-face-creme-120-g/15722406/buy,bioayurveda,black cellular restorative balancing night face creme 120 g,₹ 100,all,"fine lines,wrinkles,skin sagging,pigmentation","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15722406/2022/4/19/814395fa-4e1e-4992-95b2-f3db628cc7c41650354828204BIOAYURVEDABlackCellularRestorativeBalancingNightFaceCreme121.jpg"
39,face-moisturisers,https://www.myntra.com/face-moisturisers/lakme/lakme-absolute-perfect-radiance-spf-20-pa--skin-lightening-light-creme-50-g/1254170/buy,lakme,absolute perfect radiance spf 20 pa ++ skin lightening light creme 50 g,₹ 259,combination,general care,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1254170/2024/3/8/9813006a-845a-4269-9d4d-4435fe835f591709882741035LakmeAbsolutePerfectRadianceSPF20PASkinLighteningLightCreme51.jpg"
40,face-moisturisers,https://www.myntra.com/face-moisturisers/garnier/garnier-skin-naturals-bb-cream-30-g/630316/buy,garnier,skin naturals bb cream 30 g,₹ 140,normal,"uneven skin tone,blackheads,whiteheads,sun protection","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/630316/2023/7/4/21b79e08-9c25-4fef-98ab-5e1d0735c2bb1688469130065-Garnier-Skin-Naturals-BB-Cream-with-Glycerin--Silica-30-g-69-1.jpg"
41,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-unisex-skin-perfect-age-40-anti-aging-plus-whitening-sustainable-cream-50g/625428/buy,loreal,paris unisex skin perfect age 40+ anti-aging plus whitening sustainable cream 50g,₹ 360,all,"fine lines,wrinkles,blackheads,whiteheads,excess oil","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/625428/2021/8/11/a25e47f9-ee92-413c-b154-fad53fad630f1628670577904-LOreal-Paris-Unisex-Skin-Perfect-Age-40-Anti-Aging-Plus-Whit-1.jpg"
42,face-moisturisers,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-oil-free--spf-15-face-moisturizer--115ml/6967604/buy,neutrogena,oil-free spf 15 face moisturizer 115ml,₹ 472,all,"sun protection,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6967604/2022/12/5/d67410dd-6f64-43c1-9dcf-1822eb777fb31670239367182-Neutrogena-Oil-Free--SPF-15-Face-Moisturizer--115ml-23616702-1.jpg"
43,face-moisturisers,https://www.myntra.com/face-moisturisers/good-vibes/good-vibes-vitamin-c-glow-gel-creme-50-g/15311302/buy,good vibes,vitamin c glow gel creme (50 g),₹ 221,all,"dull skin,softening,smoothening,deep nourishment","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15311302/2022/2/10/f3e4266b-511e-4c54-b8cd-257917f272331644483824150GoodVibesVitaminCGlowGelCreme50g1.jpg"
44,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-total-effects-7-in-one-night-cream--50-g/13509846/buy,olay,total effects 7 in one night cream- 50 g,₹ 629,normal,"fine lines,wrinkles,softening,smoothening,hydration","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13509846/2021/8/11/b67377aa-386a-41e3-b1a7-7e3889d7eb531628659416371OlayTotalEffects7InOneNightCream-50g1.jpg"
45,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-total-effects-7-in-one-night-cream--50-g/13509846/buy,olay,total effects 7 in one night cream- 50 g,₹ 629,normal,"fine lines,wrinkles,softening,smoothening,hydration","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13509846/2021/8/11/b67377aa-386a-41e3-b1a7-7e3889d7eb531628659416371OlayTotalEffects7InOneNightCream-50g1.jpg"
46,face-moisturisers,https://www.myntra.com/face-moisturisers/plum/plum-e-luminence-deep-moisturising-sustainable-creme-50ml/1705380/buy,plum,e-luminence deep moisturising sustainable creme 50ml,₹ 488,combination,"dryness,blackheads,whiteheads,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1705380/2021/9/25/1e8b08aa-7b8a-4944-8794-92de324e9e071632536565426PlumE-luminenceDeepMoisturisingSustainableCreme50ml1.jpg"
47,face-moisturisers,https://www.myntra.com/face-moisturisers/lakme/lakme-absolute-perfect-radiance-skin-brightening-with-sun-protection-day-creme-28-g/13364834/buy,lakme,"absolute perfect radiance skin brightening with sun protection day creme, 28 g",₹ 180,all,"general care,deep nourishment,sun protection","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13364834/2024/4/11/c242f117-1aa2-4d72-8e1c-9a0d1a07633f1712836873937-Lakme-Absolute-Perfect-Radiance-Skin-Brightening-with-Sun-Pr-1.jpg"
48,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable--whiteglow-whitening--brightening-nourishing-night-creme-60g/95942/buy,lotus herbals,sustainable whiteglow whitening brightening nourishing night creme 60g,₹ 276,all,"pigmentation,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/95942/2020/10/9/27953c8c-5796-4fe7-902e-45f69165c4d11602267125887LotusHerbalsSustainableWomenWhiteglowWhiteningBrighteningNou1.jpg"
49,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-white-perfect-whitening--even-tone-spf-17-pa-day-cream--50ml/236321/buy,loreal,paris white perfect whitening + even tone spf 17 pa++ day cream 50ml,₹ 357,normal,"pigmentation,blackheads,whiteheads,dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/236321/2021/8/11/91de6a3c-3818-4722-9612-da80d36f09f11628659393007LOrealParisWhitePerfectWhiteningEvenToneSPF17PADayCream50ml1.jpg"
50,face-moisturisers,https://www.myntra.com/face-moisturisers/swiss-beauty/swiss-beauty-anti-ageing-pomegranate-extract-face-oil-30-ml/15580364/buy,swiss beauty,anti-ageing pomegranate extract face oil 30 ml,₹ 254,all,"fine lines,wrinkles,deep nourishment,hydration","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15580364/2022/5/2/90a01ea4-11a2-4781-a3ae-f9182dd4d24c1651491287265-SWISS-BEAUTY-Anti-Ageing-Pomegranate-Extract-Face-Oil-30-ml--1.jpg"
51,face-moisturisers,https://www.myntra.com/face-moisturisers/mcaffeine/mcaffeine-oil-free-coffee-moisturizer-with-hyaluronic-acid--pro-vitamin-b5-50ml/14351572/buy,mcaffeine,mcaffeine oil-free coffee moisturizer with hyaluronic acid & pro vitamin b5 50ml,₹ 399,all,"hydration,excess oil,general care","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14351572/2023/10/20/69f90f6c-94cc-4729-bdb4-2388af7c16141697783849343-MCaffeine-Sustainable-Naked--Raw-Coffee-Face-Moisturizer-193-1.jpg"
52,face-moisturisers,https://www.myntra.com/face-moisturisers/mac/mac-mini-strobe-cream---hydratant-lumineux-pinklite/12218208/buy,m.a.c,mini strobe cream - hydratant lumineux pinklite,₹ 1050,normal,"hydration,dull skin,dryness","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12218208/2021/3/3/e7df1b8c-0f33-4ad3-b027-335ff395f9291614747497520-MAC-Mini-Strobe-Cream---Hydratant-Lumineux-Pinklite-78316147-1.jpg"
53,face-moisturisers,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-oil-free-combination-skin-moisturizer-118ml/6967599/buy,neutrogena,oil-free combination skin moisturizer 118ml,₹ 405,combination,"excess oil,pigmentation,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6967599/2022/12/5/fc7bb438-f3fb-4269-9877-35a4dd8951061670239261194-Neutrogena-Oil-Free-Combination-Skin-Moisturizer-118ml-67167-1.jpg"
54,face-moisturisers,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-rapid-wrinkle-repair-spf-30-day-cream-29-ml/2427949/buy,neutrogena,rapid wrinkle repair spf 30 day cream 29 ml,₹ 1250,normal,"fine lines,wrinkles,pigmentation,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2427949/2022/12/5/2826b87b-7df5-4738-a776-5cf767f37a811670239724871-Neutrogena-Rapid-Wrinkle-Repair-SPF-30-Day-Cream-29-ml-65616-1.jpg"
55,face-moisturisers,https://www.myntra.com/face-moisturisers/beardo/beardo-men-ultraglow-daily-moisturising-lotion-with-spf-30-100g/2111586/buy,beardo,men ultraglow daily moisturising lotion with spf 30 100g,₹ 170,all,"sun protection,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2111586/2021/8/11/34ab6ce3-d936-42d4-83bb-ab8f1563b6e11628671480060BEARDOMenUltraglowDailyMoisturisingLotionwithSPF30100g1.jpg"
56,face-moisturisers,https://www.myntra.com/face-moisturisers/the-body-shop/the-body-shop-vitamin-e-moisture-cream-50ml/2434703/buy,the body shop,vitamin e moisture cream 50ml,₹ 845,all,"hydration,excess oil,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2434703/2024/3/16/67309e50-c371-4a9c-ba1c-8dc10b38897a1710560163316-THE-BODY-SHOP-Vitamin-E-Moisture-Cream-50ml-5201710560163238-5.jpg"
57,face-moisturisers,https://www.myntra.com/face-moisturisers/bioayurveda/bioayurveda-night-renewal-face-cream-for-lightening-spots--glow-boost---120-g/15722394/buy,bioayurveda,night renewal face cream for lightening spots & glow boost - 120 g,₹ 100,all,"uneven skin tone,tan removal,softening,smoothening","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15722394/2022/4/19/6178f3e7-ad6d-439e-b7d9-b94cbd9564b11650354835992BIOAYURVEDANightRenewalFaceCreamForLighteningSpotsGlowBoost-1.jpg"
